swi_issue_id,issue_name,Year,Quarter,lobbying_expenses
1,Macroeconomics,2020,4,61044429
1,Macroeconomics,2021,3,36084703
1,Macroeconomics,2022,2,38690434
1,Macroeconomics,2023,1,31598209
1,Macroeconomics,2023,4,31290872
1,Macroeconomics,2024,3,24059952
2,"Civil Rights, Minority Issues, and Civil Liberties",2010,1,75869219
2,"Civil Rights, Minority Issues, and Civil Liberties",2010,4,117792119
2,"Civil Rights, Minority Issues, and Civil Liberties",2011,3,39068666
2,"Civil Rights, Minority Issues, and Civil Liberties",2012,2,53899467
2,"Civil Rights, Minority Issues, and Civil Liberties",2013,1,40571461
2,"Civil Rights, Minority Issues, and Civil Liberties",2013,4,45223433
2,"Civil Rights, Minority Issues, and Civil Liberties",2014,3,84149464
2,"Civil Rights, Minority Issues, and Civil Liberties",2015,2,40383794
2,"Civil Rights, Minority Issues, and Civil Liberties",2016,1,42225089
2,"Civil Rights, Minority Issues, and Civil Liberties",2016,4,66854675
2,"Civil Rights, Minority Issues, and Civil Liberties",2017,3,50783383
2,"Civil Rights, Minority Issues, and Civil Liberties",2018,2,69344665
2,"Civil Rights, Minority Issues, and Civil Liberties",2019,1,76584078
4,Agriculture,2013,4,212659593
4,Agriculture,2014,3,237568082
4,Agriculture,2015,2,193165486
4,Agriculture,2016,1,194041472
4,Agriculture,2016,4,138473148
4,Agriculture,2017,3,132830382
4,Agriculture,2018,2,183686529
4,Agriculture,2019,1,168021727
4,Agriculture,2019,4,169873124
4,Agriculture,2020,3,144833463
4,Agriculture,2021,2,168423068
4,Agriculture,2022,1,153471628
4,Agriculture,2022,4,170037306
4,Agriculture,2023,3,189218695
4,Agriculture,2024,2,194587438
5,Labor and Employment,2010,3,200040374
5,Labor and Employment,2011,2,148169299
5,Labor and Employment,2012,1,180045979
6,Education,2019,4,120199198
6,Education,2020,3,106437603
6,Education,2021,2,105788431
6,Education,2022,1,118607265
6,Education,2022,4,119842379
6,Education,2023,3,110894953
6,Education,2024,2,120095184
7,Environment,2010,3,449971137
7,Environment,2011,2,340907494
7,Environment,2012,1,390284359
7,Environment,2012,4,423681955
7,Environment,2013,3,323832222
7,Environment,2014,2,375160673
7,Environment,2015,1,366516258
7,Environment,2015,4,342922869
7,Environment,2016,3,328661949
7,Environment,2017,2,262101468
7,Environment,2018,1,297241564
9,Immigration,2012,4,114832618
9,Immigration,2013,3,137270532
9,Immigration,2014,2,143218308
9,Immigration,2015,1,119537586
9,Immigration,2015,4,110095758
9,Immigration,2016,3,110419935
9,Immigration,2017,2,116286256
9,Immigration,2018,1,137039011
9,Immigration,2018,4,141376447
9,Immigration,2019,3,115591974
9,Immigration,2020,2,133661067
9,Immigration,2021,1,137042126
9,Immigration,2021,4,136407863
2,"Civil Rights, Minority Issues, and Civil Liberties",2010,2,49501365
2,"Civil Rights, Minority Issues, and Civil Liberties",2011,1,46017371
3,Health,2018,4,569450892
3,Health,2019,3,592435596
3,Health,2020,2,621730690
3,Health,2021,1,654227140
3,Health,2021,4,667096930
3,Health,2022,3,697783914
3,Health,2023,2,636943982
3,Health,2024,1,750783942
3,Health,2024,4,647160089
4,Agriculture,2021,4,151406541
4,Agriculture,2022,3,168137676
4,Agriculture,2023,2,198941563
4,Agriculture,2024,1,196799341
4,Agriculture,2024,4,196350520
5,Labor and Employment,2010,2,205568232
5,Labor and Employment,2011,1,131355590
5,Labor and Employment,2011,4,167875017
5,Labor and Employment,2012,3,167309139
5,Labor and Employment,2013,2,135674067
5,Labor and Employment,2014,1,152458400
5,Labor and Employment,2014,4,142642274
5,Labor and Employment,2015,3,137974301
5,Labor and Employment,2016,2,171221440
5,Labor and Employment,2017,1,173487982
5,Labor and Employment,2017,4,202063937
5,Labor and Employment,2018,3,174554049
5,Labor and Employment,2019,2,158978195
5,Labor and Employment,2020,1,199508201
6,Education,2011,4,88769674
6,Education,2012,3,93049294
6,Education,2013,2,97917356
6,Education,2014,1,108189821
6,Education,2014,4,107194618
6,Education,2015,3,105240252
6,Education,2016,2,117852175
6,Education,2017,1,100778623
6,Education,2017,4,114317199
6,Education,2018,3,122739150
6,Education,2019,2,113773726
6,Education,2020,1,118090259
6,Education,2020,4,111350311
6,Education,2021,3,102559382
6,Education,2022,2,112408558
6,Education,2023,1,115797908
7,Environment,2010,1,521265848
8,Energy,2010,1,416987910
8,Energy,2010,4,366943606
8,Energy,2011,3,284407227
8,Energy,2012,2,322741736
8,Energy,2013,1,291020186
9,Immigration,2020,4,156412202
9,Immigration,2021,3,137746195
9,Immigration,2022,2,129643910
9,Immigration,2023,1,127835700
9,Immigration,2023,4,130146042
9,Immigration,2024,3,115850222
10,Transportation,2023,4,403277412
10,Transportation,2024,3,335412097
11,"Law, Crime, and Family Issues",2010,4,173315788
11,"Law, Crime, and Family Issues",2011,3,128158917
11,"Law, Crime, and Family Issues",2012,2,99488761
11,"Law, Crime, and Family Issues",2013,1,92575195
11,"Law, Crime, and Family Issues",2013,4,131144116
11,"Law, Crime, and Family Issues",2014,3,124569992
11,"Law, Crime, and Family Issues",2015,2,134956237
11,"Law, Crime, and Family Issues",2016,1,136249807
11,"Law, Crime, and Family Issues",2016,4,113039908
11,"Law, Crime, and Family Issues",2017,3,103952114
11,"Law, Crime, and Family Issues",2018,2,111518810
11,"Law, Crime, and Family Issues",2019,1,89766095
1,Macroeconomics,2024,4,27375797
2,"Civil Rights, Minority Issues, and Civil Liberties",2010,3,85636417
2,"Civil Rights, Minority Issues, and Civil Liberties",2011,2,42852565
2,"Civil Rights, Minority Issues, and Civil Liberties",2012,1,45430454
2,"Civil Rights, Minority Issues, and Civil Liberties",2012,4,51107847
2,"Civil Rights, Minority Issues, and Civil Liberties",2013,3,40931320
2,"Civil Rights, Minority Issues, and Civil Liberties",2014,2,73768565
2,"Civil Rights, Minority Issues, and Civil Liberties",2015,1,34703985
3,Health,2010,1,758971579
4,Agriculture,2010,3,156935942
4,Agriculture,2011,2,163163996
4,Agriculture,2012,1,214565934
4,Agriculture,2012,4,204770606
4,Agriculture,2013,3,189829879
4,Agriculture,2014,2,246129675
4,Agriculture,2015,1,184231646
4,Agriculture,2015,4,180299960
4,Agriculture,2016,3,182006070
4,Agriculture,2017,2,153784701
4,Agriculture,2018,1,188377957
4,Agriculture,2018,4,176188916
4,Agriculture,2019,3,157150299
4,Agriculture,2020,2,168100821
4,Agriculture,2021,1,141953686
5,Labor and Employment,2010,1,233128691
5,Labor and Employment,2010,4,261309199
5,Labor and Employment,2011,3,144077202
5,Labor and Employment,2012,2,170986696
5,Labor and Employment,2013,1,133618922
5,Labor and Employment,2013,4,157182822
5,Labor and Employment,2014,3,158768503
5,Labor and Employment,2015,2,138979735
5,Labor and Employment,2016,1,161265998
6,Education,2015,4,105991149
6,Education,2016,3,107314133
6,Education,2017,2,106009136
6,Education,2018,1,123019856
6,Education,2018,4,105416778
6,Education,2019,3,104388032
6,Education,2020,2,111089907
6,Education,2021,1,108073560
6,Education,2021,4,114716284
6,Education,2022,3,118704707
6,Education,2023,2,116288676
6,Education,2024,1,137906662
6,Education,2024,4,119300354
7,Environment,2010,4,447045084
7,Environment,2011,3,317584904
7,Environment,2012,2,381043726
7,Environment,2013,1,326548218
7,Environment,2013,4,354962067
7,Environment,2014,3,401466448
7,Environment,2015,2,378240022
7,Environment,2016,1,350610490
7,Environment,2016,4,298593778
7,Environment,2017,3,247916956
7,Environment,2018,2,306228403
7,Environment,2019,1,297165038
7,Environment,2019,4,318501949
7,Environment,2020,3,297525741
7,Environment,2021,2,304967240
7,Environment,2022,1,305487782
8,Energy,2021,4,257166510
8,Energy,2022,3,257719511
8,Energy,2023,2,273748532
8,Energy,2024,1,299365273
8,Energy,2024,4,277807849
9,Immigration,2016,4,109403041
9,Immigration,2017,3,126381045
9,Immigration,2018,2,145421100
9,Immigration,2019,1,120650771
9,Immigration,2019,4,126082774
9,Immigration,2020,3,158707025
1,Macroeconomics,2010,3,23945312
1,Macroeconomics,2011,2,19551168
1,Macroeconomics,2012,1,50932368
3,Health,2022,4,685526549
3,Health,2023,3,640727672
3,Health,2024,2,656087703
4,Agriculture,2017,4,187434311
4,Agriculture,2018,3,183490743
4,Agriculture,2019,2,169456743
4,Agriculture,2020,1,178601548
4,Agriculture,2020,4,150417939
4,Agriculture,2021,3,140832585
4,Agriculture,2022,2,168089128
4,Agriculture,2023,1,183788391
4,Agriculture,2023,4,198550230
4,Agriculture,2024,3,194512663
5,Labor and Employment,2012,4,175799058
5,Labor and Employment,2013,3,130748052
5,Labor and Employment,2014,2,159448951
5,Labor and Employment,2015,1,128079810
5,Labor and Employment,2015,4,143397841
5,Labor and Employment,2016,3,177626189
5,Labor and Employment,2017,2,164626716
5,Labor and Employment,2018,1,184945734
5,Labor and Employment,2018,4,179385391
5,Labor and Employment,2019,3,153771137
5,Labor and Employment,2020,2,181061798
5,Labor and Employment,2021,1,186542353
5,Labor and Employment,2021,4,223270281
5,Labor and Employment,2022,3,271754581
5,Labor and Employment,2023,2,221828893
5,Labor and Employment,2024,1,250988310
6,Education,2010,1,108773468
6,Education,2010,4,104947729
6,Education,2011,3,86188026
6,Education,2012,2,98456575
6,Education,2013,1,89748848
6,Education,2013,4,96072582
6,Education,2014,3,107613974
6,Education,2015,2,122476148
6,Education,2016,1,107282445
6,Education,2016,4,104466799
6,Education,2017,3,100872351
6,Education,2018,2,127142277
6,Education,2019,1,113640514
7,Environment,2010,2,428154124
7,Environment,2011,1,387716973
7,Environment,2011,4,382776010
7,Environment,2012,3,394898790
7,Environment,2013,2,324968901
7,Environment,2014,1,360509668
9,Immigration,2024,4,130868192
10,Transportation,2019,4,361865409
10,Transportation,2020,3,318614611
10,Transportation,2021,2,325586912
10,Transportation,2022,1,378431661
10,Transportation,2022,4,385935821
10,Transportation,2023,3,349180746
10,Transportation,2024,2,359039291
11,"Law, Crime, and Family Issues",2014,4,130070614
11,"Law, Crime, and Family Issues",2015,3,111298213
11,"Law, Crime, and Family Issues",2016,2,145625395
11,"Law, Crime, and Family Issues",2017,1,137885576
11,"Law, Crime, and Family Issues",2017,4,102808137
11,"Law, Crime, and Family Issues",2018,3,115168101
11,"Law, Crime, and Family Issues",2019,2,83561751
11,"Law, Crime, and Family Issues",2020,1,111460859
11,"Law, Crime, and Family Issues",2020,4,147467660
11,"Law, Crime, and Family Issues",2021,3,126477247
11,"Law, Crime, and Family Issues",2022,2,94706535
11,"Law, Crime, and Family Issues",2023,1,118883777
12,Social Welfare,2010,3,105457203
1,Macroeconomics,2012,4,58227634
1,Macroeconomics,2013,3,36239247
1,Macroeconomics,2014,2,49845930
1,Macroeconomics,2015,1,38841251
1,Macroeconomics,2015,4,23308974
1,Macroeconomics,2016,3,20542068
1,Macroeconomics,2017,2,24421407
1,Macroeconomics,2018,1,27766069
1,Macroeconomics,2018,4,26154630
1,Macroeconomics,2019,3,23128182
1,Macroeconomics,2020,2,50506245
1,Macroeconomics,2021,1,33209378
1,Macroeconomics,2021,4,33429848
1,Macroeconomics,2022,3,37565211
1,Macroeconomics,2023,2,31196515
1,Macroeconomics,2024,1,33313299
2,"Civil Rights, Minority Issues, and Civil Liberties",2015,4,40004330
2,"Civil Rights, Minority Issues, and Civil Liberties",2016,3,71542036
2,"Civil Rights, Minority Issues, and Civil Liberties",2017,2,54479366
2,"Civil Rights, Minority Issues, and Civil Liberties",2018,1,66692608
2,"Civil Rights, Minority Issues, and Civil Liberties",2018,4,64565553
2,"Civil Rights, Minority Issues, and Civil Liberties",2019,3,71367512
2,"Civil Rights, Minority Issues, and Civil Liberties",2020,2,79505815
2,"Civil Rights, Minority Issues, and Civil Liberties",2021,1,96709156
2,"Civil Rights, Minority Issues, and Civil Liberties",2021,4,99344481
2,"Civil Rights, Minority Issues, and Civil Liberties",2022,3,129562832
2,"Civil Rights, Minority Issues, and Civil Liberties",2023,2,73798811
2,"Civil Rights, Minority Issues, and Civil Liberties",2024,1,90018532
2,"Civil Rights, Minority Issues, and Civil Liberties",2024,4,87934480
3,Health,2010,2,607028174
3,Health,2011,1,577899680
3,Health,2011,4,559742180
3,Health,2012,3,519156998
3,Health,2013,2,494602240
3,Health,2014,1,573042698
4,Agriculture,2010,2,186037473
4,Agriculture,2011,1,156601676
4,Agriculture,2011,4,188093299
4,Agriculture,2012,3,222502108
4,Agriculture,2013,2,209411839
4,Agriculture,2014,1,231095854
4,Agriculture,2014,4,206669875
4,Agriculture,2015,3,204525343
4,Agriculture,2016,2,197709553
4,Agriculture,2017,1,157484122
5,Labor and Employment,2024,4,225895908
7,Environment,2014,4,371244837
7,Environment,2015,3,337064288
7,Environment,2016,2,349565748
7,Environment,2017,1,321319255
7,Environment,2017,4,285434929
7,Environment,2018,3,307555526
7,Environment,2019,2,277217457
7,Environment,2020,1,329619170
7,Environment,2020,4,299273184
7,Environment,2021,3,285824647
7,Environment,2022,2,287889470
7,Environment,2023,1,315849892
7,Environment,2023,4,332606861
7,Environment,2024,3,312500391
8,Energy,2017,4,252548664
8,Energy,2018,3,250310153
8,Energy,2019,2,246570458
8,Energy,2020,1,268155178
8,Energy,2020,4,206675360
8,Energy,2021,3,224930593
8,Energy,2022,2,252320533
8,Energy,2023,1,277945415
1,Macroeconomics,2016,4,20451885
1,Macroeconomics,2017,3,26616279
1,Macroeconomics,2018,2,29094024
1,Macroeconomics,2019,1,20583355
1,Macroeconomics,2019,4,20933947
1,Macroeconomics,2020,3,56076468
1,Macroeconomics,2021,2,31289933
1,Macroeconomics,2022,1,36844257
1,Macroeconomics,2022,4,32799407
1,Macroeconomics,2023,3,27356173
1,Macroeconomics,2024,2,31106040
2,"Civil Rights, Minority Issues, and Civil Liberties",2011,4,37215037
2,"Civil Rights, Minority Issues, and Civil Liberties",2012,3,54351582
2,"Civil Rights, Minority Issues, and Civil Liberties",2013,2,47769022
2,"Civil Rights, Minority Issues, and Civil Liberties",2014,1,44845982
2,"Civil Rights, Minority Issues, and Civil Liberties",2014,4,41462157
2,"Civil Rights, Minority Issues, and Civil Liberties",2015,3,37717280
2,"Civil Rights, Minority Issues, and Civil Liberties",2016,2,51902097
2,"Civil Rights, Minority Issues, and Civil Liberties",2017,1,63841017
2,"Civil Rights, Minority Issues, and Civil Liberties",2017,4,74342477
2,"Civil Rights, Minority Issues, and Civil Liberties",2018,3,76007280
2,"Civil Rights, Minority Issues, and Civil Liberties",2019,2,73261372
2,"Civil Rights, Minority Issues, and Civil Liberties",2020,1,79996355
2,"Civil Rights, Minority Issues, and Civil Liberties",2020,4,102284902
2,"Civil Rights, Minority Issues, and Civil Liberties",2021,3,100986607
2,"Civil Rights, Minority Issues, and Civil Liberties",2022,2,101642954
2,"Civil Rights, Minority Issues, and Civil Liberties",2023,1,102071146
3,Health,2010,3,617294101
3,Health,2011,2,526851137
3,Health,2012,1,595717488
3,Health,2012,4,536750909
3,Health,2013,3,501648671
3,Health,2014,2,558162015
3,Health,2015,1,559909642
3,Health,2015,4,503205277
3,Health,2016,3,524490214
3,Health,2017,2,558655134
3,Health,2018,1,637175671
4,Agriculture,2010,1,208062091
4,Agriculture,2010,4,200836382
4,Agriculture,2011,3,161149326
4,Agriculture,2012,2,231843080
4,Agriculture,2013,1,168232788
6,Education,2023,4,121089382
6,Education,2024,3,115844922
7,Environment,2018,4,281630250
7,Environment,2019,3,260937650
7,Environment,2020,2,256467050
7,Environment,2021,1,280442976
7,Environment,2021,4,306412206
7,Environment,2022,3,310525621
7,Environment,2023,2,291864451
7,Environment,2024,1,348670525
7,Environment,2024,4,319611946
8,Energy,2013,4,340467287
8,Energy,2014,3,311868907
8,Energy,2015,2,263024943
8,Energy,2016,1,268507340
8,Energy,2016,4,246437507
8,Energy,2017,3,221268300
8,Energy,2018,2,234084179
8,Energy,2019,1,242135963
8,Energy,2019,4,264969702
8,Energy,2020,3,200192590
8,Energy,2021,2,207407063
8,Energy,2022,1,270713460
8,Energy,2022,4,261013216
1,Macroeconomics,2010,2,29582870
1,Macroeconomics,2011,1,15168482
1,Macroeconomics,2011,4,25633436
1,Macroeconomics,2012,3,58224757
1,Macroeconomics,2013,2,40114449
1,Macroeconomics,2014,1,50331231
1,Macroeconomics,2014,4,52830603
1,Macroeconomics,2015,3,39196101
1,Macroeconomics,2016,2,24570408
1,Macroeconomics,2017,1,19826438
1,Macroeconomics,2017,4,40433841
1,Macroeconomics,2018,3,28534556
1,Macroeconomics,2019,2,24594379
1,Macroeconomics,2020,1,52230183
2,"Civil Rights, Minority Issues, and Civil Liberties",2019,4,75263017
2,"Civil Rights, Minority Issues, and Civil Liberties",2020,3,107602813
2,"Civil Rights, Minority Issues, and Civil Liberties",2021,2,99385049
2,"Civil Rights, Minority Issues, and Civil Liberties",2022,1,108986593
2,"Civil Rights, Minority Issues, and Civil Liberties",2022,4,118325799
2,"Civil Rights, Minority Issues, and Civil Liberties",2023,3,71461781
2,"Civil Rights, Minority Issues, and Civil Liberties",2024,2,85537429
3,Health,2014,4,532929895
3,Health,2015,3,516294157
3,Health,2016,2,532341308
3,Health,2017,1,620387799
3,Health,2017,4,592668842
3,Health,2018,3,581828729
3,Health,2019,2,580099550
3,Health,2020,1,680700572
3,Health,2020,4,639437520
3,Health,2021,3,641421735
3,Health,2022,2,653669924
3,Health,2023,1,730337045
3,Health,2023,4,683407005
3,Health,2024,3,624256965
5,Labor and Employment,2020,4,199908120
5,Labor and Employment,2021,3,217124239
5,Labor and Employment,2022,2,233863435
5,Labor and Employment,2023,1,243082109
5,Labor and Employment,2023,4,236039353
5,Labor and Employment,2024,3,228443402
6,Education,2010,2,110801369
6,Education,2011,1,81665927
8,Energy,2010,2,393160250
8,Energy,2011,1,333937916
8,Energy,2011,4,332682085
8,Energy,2012,3,309849407
8,Energy,2013,2,310482266
8,Energy,2014,1,325270274
8,Energy,2014,4,265547010
8,Energy,2015,3,248961458
8,Energy,2016,2,250299839
8,Energy,2017,1,261323883
9,Immigration,2010,3,86561594
9,Immigration,2011,2,68012266
9,Immigration,2012,1,83858978
10,Transportation,2011,4,323950575
10,Transportation,2012,3,346834292
10,Transportation,2013,2,260935901
10,Transportation,2014,1,299112707
10,Transportation,2014,4,302875865
10,Transportation,2015,3,339544621
10,Transportation,2016,2,329614052
10,Transportation,2017,1,326367893
10,Transportation,2017,4,349465056
10,Transportation,2018,3,347352194
10,Transportation,2019,2,306102488
10,Transportation,2020,1,374933476
10,Transportation,2020,4,321894855
10,Transportation,2021,3,345790149
10,Transportation,2022,2,340019653
10,Transportation,2023,1,398251425
1,Macroeconomics,2010,1,38855637
1,Macroeconomics,2010,4,18144715
1,Macroeconomics,2011,3,37886844
1,Macroeconomics,2012,2,48590718
1,Macroeconomics,2013,1,24935970
1,Macroeconomics,2013,4,43070920
1,Macroeconomics,2014,3,61025147
1,Macroeconomics,2015,2,42389789
1,Macroeconomics,2016,1,26368713
2,"Civil Rights, Minority Issues, and Civil Liberties",2023,4,66000754
2,"Civil Rights, Minority Issues, and Civil Liberties",2024,3,92411836
3,Health,2010,4,658602469
3,Health,2011,3,542575902
3,Health,2012,2,565172639
3,Health,2013,1,542343207
3,Health,2013,4,564197500
3,Health,2014,3,544263336
3,Health,2015,2,555764485
3,Health,2016,1,539531775
3,Health,2016,4,511225804
3,Health,2017,3,543188212
3,Health,2018,2,566190338
3,Health,2019,1,617856484
3,Health,2019,4,606458305
3,Health,2020,3,634832984
3,Health,2021,2,605029829
3,Health,2022,1,725297156
5,Labor and Employment,2016,4,166148682
5,Labor and Employment,2017,3,160550138
5,Labor and Employment,2018,2,169530886
5,Labor and Employment,2019,1,164658433
5,Labor and Employment,2019,4,169458179
5,Labor and Employment,2020,3,196809578
5,Labor and Employment,2021,2,201608341
5,Labor and Employment,2022,1,238227604
5,Labor and Employment,2022,4,267674185
5,Labor and Employment,2023,3,207254841
5,Labor and Employment,2024,2,214457489
6,Education,2010,3,99903403
6,Education,2011,2,86599593
6,Education,2012,1,96097504
6,Education,2012,4,95673731
6,Education,2013,3,90842203
6,Education,2014,2,105445472
6,Education,2015,1,110439179
7,Environment,2022,4,318839875
7,Environment,2023,3,270827224
7,Environment,2024,2,308614490
8,Energy,2010,3,350342687
8,Energy,2011,2,313773544
8,Energy,2012,1,345308372
8,Energy,2012,4,327969518
8,Energy,2013,3,306371123
8,Energy,2014,2,314162276
8,Energy,2015,1,275140412
8,Energy,2015,4,261564190
8,Energy,2016,3,248480610
8,Energy,2017,2,234848465
8,Energy,2018,1,259916993
8,Energy,2018,4,230365789
8,Energy,2019,3,231910107
8,Energy,2020,2,204850613
8,Energy,2021,1,199968095
10,Transportation,2015,4,363578512
10,Transportation,2016,3,320135815
10,Transportation,2017,2,326642712
10,Transportation,2018,1,345030543
10,Transportation,2018,4,324738288
10,Transportation,2019,3,305575428
10,Transportation,2020,2,331972047
10,Transportation,2021,1,346922557
10,Transportation,2021,4,358331466
10,Transportation,2022,3,369803448
10,Transportation,2023,2,384647488
10,Transportation,2024,1,415539187
11,"Law, Crime, and Family Issues",2010,2,155975764
12,Social Welfare,2011,2,82946537
12,Social Welfare,2012,1,96233237
12,Social Welfare,2012,4,87510869
12,Social Welfare,2013,3,84462849
12,Social Welfare,2014,2,90648224
12,Social Welfare,2015,1,78178227
12,Social Welfare,2015,4,81633733
12,Social Welfare,2016,3,87126981
12,Social Welfare,2017,2,66272189
12,Social Welfare,2018,1,88959210
13,Community Development and Housing,2010,1,89087018
13,Community Development and Housing,2010,4,58743096
13,Community Development and Housing,2011,3,52027897
13,Community Development and Housing,2012,2,60413928
13,Community Development and Housing,2013,1,52959593
13,Community Development and Housing,2013,4,60069571
13,Community Development and Housing,2014,3,79452276
13,Community Development and Housing,2015,2,53406860
13,Community Development and Housing,2016,1,77824792
14,"Banking, Finance, and Domestic Commerce",2010,2,1355532456
14,"Banking, Finance, and Domestic Commerce",2011,1,1202684195
15,Defense,2023,4,472371752
15,Defense,2024,3,475494063
16,"Space, Science, Technology, and Communications",2018,4,516748916
16,"Space, Science, Technology, and Communications",2019,3,528965073
16,"Space, Science, Technology, and Communications",2020,2,552022062
16,"Space, Science, Technology, and Communications",2021,1,567714325
16,"Space, Science, Technology, and Communications",2021,4,648170786
16,"Space, Science, Technology, and Communications",2022,3,647959398
