swi_issue_id,issue_name,Year,Quarter,lobbying_expenses
59,Generic Drugs/Pharmaceuticals,2016,3,174437455
59,Generic Drugs/Pharmaceuticals,2017,2,157979503
59,Generic Drugs/Pharmaceuticals,2018,1,172576931
59,Generic Drugs/Pharmaceuticals,2018,4,175816162
59,Generic Drugs/Pharmaceuticals,2019,3,173927056
59,Generic Drugs/Pharmaceuticals,2020,2,157021482
59,Generic Drugs/Pharmaceuticals,2021,1,156794616
60,Orphan Drugs,2010,2,75556907
60,Orphan Drugs,2011,1,69003716
61,Pharmaceutical Clinical Trials,2015,4,145411933
61,Pharmaceutical Clinical Trials,2016,3,158379747
61,Pharmaceutical Clinical Trials,2015,2,144101624
61,Pharmaceutical Clinical Trials,2016,1,141131976
61,Pharmaceutical Clinical Trials,2016,4,150831632
61,Pharmaceutical Clinical Trials,2017,3,139455924
61,Pharmaceutical Clinical Trials,2018,2,148181216
61,Pharmaceutical Clinical Trials,2019,1,155366397
62,Health Insurance,2013,4,404672277
62,Health Insurance,2014,3,425222216
62,Health Insurance,2015,2,363318061
62,Health Insurance,2016,1,348748999
62,Health Insurance,2016,4,334931039
62,Health Insurance,2017,3,375565005
62,Health Insurance,2018,2,386850284
62,Health Insurance,2019,1,421661321
62,Health Insurance,2019,4,414347222
62,Health Insurance,2020,3,461703485
62,Health Insurance,2021,2,421556064
62,Health Insurance,2022,1,491031064
64,Medicare,2010,3,502089578
64,Medicare,2011,2,446932418
64,Medicare,2012,1,480234872
65,Pharmacy Benefit Managers (PBM),2019,4,141638558
65,Pharmacy Benefit Managers (PBM),2020,3,159454941
65,Pharmacy Benefit Managers (PBM),2021,2,124831040
65,Pharmacy Benefit Managers (PBM),2022,1,152962203
65,Pharmacy Benefit Managers (PBM),2022,4,149870753
65,Pharmacy Benefit Managers (PBM),2023,3,129525483
65,Pharmacy Benefit Managers (PBM),2024,2,133478625
66,HIPAA,2022,4,505193488
66,HIPAA,2023,3,455095602
66,HIPAA,2024,2,464915890
67,Affordable Care Act (ACA),2010,3,404945497
67,Affordable Care Act (ACA),2011,2,369594593
67,Affordable Care Act (ACA),2012,1,406517760
67,Affordable Care Act (ACA),2012,4,394548236
67,Affordable Care Act (ACA),2013,3,358624880
67,Affordable Care Act (ACA),2014,2,427200266
67,Affordable Care Act (ACA),2015,1,391855188
67,Affordable Care Act (ACA),2015,4,344011896
67,Affordable Care Act (ACA),2016,3,341929808
67,Affordable Care Act (ACA),2017,2,384980113
67,Affordable Care Act (ACA),2018,1,431124570
67,Affordable Care Act (ACA),2018,4,384427055
67,Affordable Care Act (ACA),2019,3,394302983
67,Affordable Care Act (ACA),2020,2,430841834
67,Affordable Care Act (ACA),2021,1,438765331
68,Controlled Substance Act,2012,4,105429711
68,Controlled Substance Act,2013,3,106387074
68,Controlled Substance Act,2014,2,133563739
68,Controlled Substance Act,2015,1,131170031
68,Controlled Substance Act,2015,4,119656334
68,Controlled Substance Act,2016,3,121341275
68,Controlled Substance Act,2017,2,106259174
68,Controlled Substance Act,2018,1,121460672
68,Controlled Substance Act,2018,4,136116762
68,Controlled Substance Act,2019,3,120320329
68,Controlled Substance Act,2020,2,139781684
68,Controlled Substance Act,2021,1,122203666
68,Controlled Substance Act,2021,4,134562579
68,Controlled Substance Act,2022,3,116832834
68,Controlled Substance Act,2023,2,135504088
68,Controlled Substance Act,2024,1,171893109
69,Right to Try,2010,2,468386671
69,Right to Try,2011,1,455844543
58,Medicare Part D,2019,3,224963887
58,Medicare Part D,2020,2,222196774
58,Medicare Part D,2021,1,249499200
60,Orphan Drugs,2015,4,58939995
60,Orphan Drugs,2016,3,56646954
60,Orphan Drugs,2017,2,56632490
60,Orphan Drugs,2018,1,64814103
60,Orphan Drugs,2018,4,64787148
60,Orphan Drugs,2019,3,77047828
60,Orphan Drugs,2020,2,74731502
60,Orphan Drugs,2021,1,69622778
60,Orphan Drugs,2021,4,72301798
60,Orphan Drugs,2022,3,75348706
60,Orphan Drugs,2023,2,71757261
60,Orphan Drugs,2024,1,91170495
61,Pharmaceutical Clinical Trials,2010,2,133447164
61,Pharmaceutical Clinical Trials,2011,1,140948843
61,Pharmaceutical Clinical Trials,2011,4,145861216
61,Pharmaceutical Clinical Trials,2012,3,158828923
61,Pharmaceutical Clinical Trials,2013,2,130603990
61,Pharmaceutical Clinical Trials,2014,1,140946006
62,Health Insurance,2018,4,384427055
62,Health Insurance,2019,3,394302983
62,Health Insurance,2020,2,430841834
62,Health Insurance,2021,1,438765331
62,Health Insurance,2021,4,450853208
62,Health Insurance,2022,3,499783490
62,Health Insurance,2023,2,415085562
62,Health Insurance,2024,1,478869424
62,Health Insurance,2024,4,438384790
63,Medicaid,2010,2,503776341
63,Medicaid,2011,1,488648317
63,Medicaid,2011,4,454676985
63,Medicaid,2012,3,434970600
63,Medicaid,2013,2,419163471
63,Medicaid,2014,1,483158527
63,Medicaid,2014,4,448783352
63,Medicaid,2015,3,432091264
63,Medicaid,2016,2,445666705
63,Medicaid,2017,1,522519172
64,Medicare,2024,4,539250339
65,Pharmacy Benefit Managers (PBM),2011,4,137374441
65,Pharmacy Benefit Managers (PBM),2012,3,125562583
65,Pharmacy Benefit Managers (PBM),2013,2,109837976
65,Pharmacy Benefit Managers (PBM),2014,1,134807978
65,Pharmacy Benefit Managers (PBM),2014,4,141672665
65,Pharmacy Benefit Managers (PBM),2015,3,110110010
65,Pharmacy Benefit Managers (PBM),2016,2,82357754
65,Pharmacy Benefit Managers (PBM),2017,1,116856565
65,Pharmacy Benefit Managers (PBM),2017,4,119823034
65,Pharmacy Benefit Managers (PBM),2018,3,115066548
65,Pharmacy Benefit Managers (PBM),2019,2,134579526
65,Pharmacy Benefit Managers (PBM),2020,1,148109521
65,Pharmacy Benefit Managers (PBM),2020,4,156189005
65,Pharmacy Benefit Managers (PBM),2021,3,130591687
65,Pharmacy Benefit Managers (PBM),2022,2,134742469
65,Pharmacy Benefit Managers (PBM),2023,1,176257669
66,HIPAA,2010,1,536019768
67,Affordable Care Act (ACA),2017,4,425438015
67,Affordable Care Act (ACA),2018,3,399683277
67,Affordable Care Act (ACA),2019,2,394210289
67,Affordable Care Act (ACA),2020,1,461365345
67,Affordable Care Act (ACA),2020,4,459777592
67,Affordable Care Act (ACA),2021,3,440502061
67,Affordable Care Act (ACA),2022,2,447816026
67,Affordable Care Act (ACA),2023,1,484715022
67,Affordable Care Act (ACA),2023,4,441702325
72,Cloud Computing,2021,3,116013163
72,Cloud Computing,2022,2,124050877
72,Cloud Computing,2023,1,115382447
72,Cloud Computing,2023,4,122417033
72,Cloud Computing,2024,3,120098450
61,Pharmaceutical Clinical Trials,2017,2,141727577
61,Pharmaceutical Clinical Trials,2018,1,153266240
61,Pharmaceutical Clinical Trials,2018,4,152691020
61,Pharmaceutical Clinical Trials,2019,3,145412470
61,Pharmaceutical Clinical Trials,2020,2,134523200
61,Pharmaceutical Clinical Trials,2021,1,133435722
61,Pharmaceutical Clinical Trials,2021,4,128381595
61,Pharmaceutical Clinical Trials,2022,3,161128346
61,Pharmaceutical Clinical Trials,2023,2,133464378
61,Pharmaceutical Clinical Trials,2024,1,151653799
61,Pharmaceutical Clinical Trials,2024,4,149002425
62,Health Insurance,2010,2,441657829
62,Health Insurance,2011,1,413052944
62,Health Insurance,2011,4,384202338
62,Health Insurance,2012,3,383951900
62,Health Insurance,2013,2,348599183
62,Health Insurance,2014,1,405244784
63,Medicaid,2021,4,563468242
63,Medicaid,2022,3,593480209
63,Medicaid,2023,2,535700558
63,Medicaid,2024,1,633633175
63,Medicaid,2024,4,539250339
64,Medicare,2010,2,503776341
64,Medicare,2011,1,488648317
64,Medicare,2011,4,454676985
64,Medicare,2012,3,434970600
64,Medicare,2013,2,419163471
64,Medicare,2014,1,483158527
64,Medicare,2014,4,448783352
64,Medicare,2015,3,432091264
64,Medicare,2016,2,445666705
64,Medicare,2017,1,522519172
64,Medicare,2017,4,504278652
64,Medicare,2018,3,485409832
64,Medicare,2019,2,476010008
64,Medicare,2020,1,564399707
66,HIPAA,2014,4,428684750
66,HIPAA,2015,3,407034459
66,HIPAA,2016,2,423907628
66,HIPAA,2017,1,478513863
66,HIPAA,2017,4,476356019
66,HIPAA,2018,3,461944174
66,HIPAA,2019,2,445218321
66,HIPAA,2020,1,503603700
66,HIPAA,2020,4,487991485
66,HIPAA,2021,3,455230071
66,HIPAA,2022,2,476679633
66,HIPAA,2023,1,508511831
66,HIPAA,2023,4,479659865
66,HIPAA,2024,3,464728783
67,Affordable Care Act (ACA),2010,1,499840208
67,Affordable Care Act (ACA),2010,4,455968791
67,Affordable Care Act (ACA),2011,3,362207565
67,Affordable Care Act (ACA),2012,2,406142048
67,Affordable Care Act (ACA),2013,1,363608542
68,Controlled Substance Act,2020,4,140168029
68,Controlled Substance Act,2021,3,132519847
68,Controlled Substance Act,2022,2,108345264
68,Controlled Substance Act,2023,1,151516660
68,Controlled Substance Act,2023,4,151999112
68,Controlled Substance Act,2024,3,132525904
69,Right to Try,2010,1,536019768
69,Right to Try,2010,4,483322295
69,Right to Try,2011,3,407797780
69,Right to Try,2012,2,464235172
69,Right to Try,2013,1,412634436
69,Right to Try,2013,4,442301608
69,Right to Try,2014,3,447168813
69,Right to Try,2015,2,428946366
69,Right to Try,2016,1,416007425
69,Right to Try,2016,4,417266160
69,Right to Try,2017,3,424004038
69,Right to Try,2018,2,441085361
70,Artificial Intelligence,2010,2,80117022
70,Artificial Intelligence,2011,1,82181877
70,Artificial Intelligence,2011,4,55842039
70,Artificial Intelligence,2012,3,60442457
70,Artificial Intelligence,2013,2,58710825
70,Artificial Intelligence,2014,1,79008940
71,Cybersecurity,2021,4,128541437
71,Cybersecurity,2022,3,127885731
71,Cybersecurity,2023,2,120414423
71,Cybersecurity,2024,1,137997068
71,Cybersecurity,2024,4,127046442
72,Cloud Computing,2024,4,127046442
50,FCPA/Foreign Corrupt Practices Act,2022,3,202662715
50,FCPA/Foreign Corrupt Practices Act,2023,2,198331402
50,FCPA/Foreign Corrupt Practices Act,2024,1,216963859
50,FCPA/Foreign Corrupt Practices Act,2024,4,185709430
51,Drug Pricing,2016,4,166091157
51,Drug Pricing,2017,3,154804697
51,Drug Pricing,2018,2,167657799
51,Drug Pricing,2019,1,180131986
51,Drug Pricing,2019,4,184173166
51,Drug Pricing,2020,3,192592721
51,Drug Pricing,2021,2,154946257
51,Drug Pricing,2022,1,165179730
51,Drug Pricing,2022,4,177008612
51,Drug Pricing,2023,3,179538939
51,Drug Pricing,2024,2,182342379
52,Drug Reimbursement,2011,4,278585335
52,Drug Reimbursement,2012,3,257503648
52,Drug Reimbursement,2013,2,226815696
52,Drug Reimbursement,2014,1,241684155
52,Drug Reimbursement,2014,4,241100611
52,Drug Reimbursement,2015,3,203621973
52,Drug Reimbursement,2016,2,205616966
52,Drug Reimbursement,2017,1,214232338
52,Drug Reimbursement,2017,4,230466914
52,Drug Reimbursement,2018,3,218211549
52,Drug Reimbursement,2019,2,204982815
52,Drug Reimbursement,2020,1,240187519
52,Drug Reimbursement,2020,4,229638083
52,Drug Reimbursement,2021,3,221199212
52,Drug Reimbursement,2022,2,232872360
52,Drug Reimbursement,2023,1,284291060
53,Drug Discount Programs,2010,3,204776247
53,Drug Discount Programs,2011,2,147593241
53,Drug Discount Programs,2012,1,209799777
53,Drug Discount Programs,2012,4,173299595
53,Drug Discount Programs,2013,3,152911069
53,Drug Discount Programs,2014,2,170088939
53,Drug Discount Programs,2015,1,170327571
53,Drug Discount Programs,2015,4,161426260
53,Drug Discount Programs,2016,3,174437455
53,Drug Discount Programs,2017,2,157979503
53,Drug Discount Programs,2018,1,172576931
54,Center for Medicare Services (CMS),2010,1,281398864
54,Center for Medicare Services (CMS),2010,4,306166607
54,Center for Medicare Services (CMS),2011,3,248596352
54,Center for Medicare Services (CMS),2012,2,261497771
54,Center for Medicare Services (CMS),2013,1,260940035
56,Biogenerics,2023,4,81500519
56,Biogenerics,2024,3,79948275
57,MRNA/MRNA Vaccines,2018,4,64787148
57,MRNA/MRNA Vaccines,2019,3,77047828
57,MRNA/MRNA Vaccines,2020,2,74731502
57,MRNA/MRNA Vaccines,2021,1,69622778
57,MRNA/MRNA Vaccines,2021,4,72301798
57,MRNA/MRNA Vaccines,2022,3,75348706
57,MRNA/MRNA Vaccines,2023,2,71757261
57,MRNA/MRNA Vaccines,2024,1,91170495
57,MRNA/MRNA Vaccines,2024,4,75777396
58,Medicare Part D,2013,4,205398874
58,Medicare Part D,2014,3,193961704
58,Medicare Part D,2015,2,201713107
58,Medicare Part D,2016,1,198768232
58,Medicare Part D,2016,4,176737852
58,Medicare Part D,2017,3,185650242
58,Medicare Part D,2018,2,194536879
58,Medicare Part D,2019,1,229652012
58,Medicare Part D,2019,4,224090152
51,Drug Pricing,2012,4,173299595
51,Drug Pricing,2013,3,152911069
51,Drug Pricing,2014,2,170088939
51,Drug Pricing,2015,1,170327571
51,Drug Pricing,2015,4,161426260
51,Drug Pricing,2016,3,174437455
51,Drug Pricing,2017,2,157979503
51,Drug Pricing,2018,1,172576931
51,Drug Pricing,2018,4,175816162
51,Drug Pricing,2019,3,173927056
51,Drug Pricing,2020,2,157021482
51,Drug Pricing,2021,1,156794616
51,Drug Pricing,2021,4,154828773
51,Drug Pricing,2022,3,183590600
51,Drug Pricing,2023,2,158476981
51,Drug Pricing,2024,1,189334016
52,Drug Reimbursement,2015,4,212735288
52,Drug Reimbursement,2016,3,214916226
52,Drug Reimbursement,2017,2,189193637
52,Drug Reimbursement,2018,1,218945880
52,Drug Reimbursement,2018,4,212787487
52,Drug Reimbursement,2019,3,206457613
52,Drug Reimbursement,2020,2,214640177
52,Drug Reimbursement,2021,1,205459179
52,Drug Reimbursement,2021,4,234548685
52,Drug Reimbursement,2022,3,266603150
52,Drug Reimbursement,2023,2,230941197
52,Drug Reimbursement,2024,1,280399677
52,Drug Reimbursement,2024,4,262698317
53,Drug Discount Programs,2010,2,164099693
53,Drug Discount Programs,2011,1,173293757
53,Drug Discount Programs,2011,4,190270604
53,Drug Discount Programs,2012,3,177750253
53,Drug Discount Programs,2013,2,153953165
53,Drug Discount Programs,2014,1,169933353
54,Center for Medicare Services (CMS),2010,2,235305151
54,Center for Medicare Services (CMS),2011,1,259345140
54,Center for Medicare Services (CMS),2011,4,254740828
54,Center for Medicare Services (CMS),2012,3,265713524
54,Center for Medicare Services (CMS),2013,2,235594152
54,Center for Medicare Services (CMS),2014,1,274295850
54,Center for Medicare Services (CMS),2014,4,256425536
54,Center for Medicare Services (CMS),2015,3,247786980
54,Center for Medicare Services (CMS),2016,2,256988970
54,Center for Medicare Services (CMS),2017,1,302898583
55,Biologics,2024,4,75777396
56,Biogenerics,2024,4,75777396
57,MRNA/MRNA Vaccines,2014,4,60204564
57,MRNA/MRNA Vaccines,2015,3,58325358
57,MRNA/MRNA Vaccines,2016,2,57805284
57,MRNA/MRNA Vaccines,2017,1,63352680
57,MRNA/MRNA Vaccines,2017,4,56996939
57,MRNA/MRNA Vaccines,2018,3,62266683
57,MRNA/MRNA Vaccines,2019,2,69243176
57,MRNA/MRNA Vaccines,2020,1,77564956
57,MRNA/MRNA Vaccines,2020,4,69900638
57,MRNA/MRNA Vaccines,2021,3,65549209
57,MRNA/MRNA Vaccines,2022,2,72260268
57,MRNA/MRNA Vaccines,2023,1,88161930
58,Medicare Part D,2017,4,198663671
58,Medicare Part D,2018,3,200793103
58,Medicare Part D,2019,2,216379245
58,Medicare Part D,2020,1,251143883
58,Medicare Part D,2020,4,236611527
58,Medicare Part D,2021,3,236602147
58,Medicare Part D,2022,2,241872773
58,Medicare Part D,2023,1,302427236
59,Generic Drugs/Pharmaceuticals,2010,3,204776247
59,Generic Drugs/Pharmaceuticals,2011,2,147593241
59,Generic Drugs/Pharmaceuticals,2012,1,209799777
60,Orphan Drugs,2011,4,81851154
60,Orphan Drugs,2012,3,59707072
60,Orphan Drugs,2013,2,56561183
60,Orphan Drugs,2014,1,61205313
60,Orphan Drugs,2014,4,60204564
60,Orphan Drugs,2015,3,58325358
60,Orphan Drugs,2016,2,57805284
60,Orphan Drugs,2017,1,63352680
60,Orphan Drugs,2017,4,56996939
60,Orphan Drugs,2018,3,62266683
60,Orphan Drugs,2019,2,69243176
60,Orphan Drugs,2020,1,77564956
61,Pharmaceutical Clinical Trials,2010,3,157989993
61,Pharmaceutical Clinical Trials,2011,2,129368817
61,Pharmaceutical Clinical Trials,2012,1,157516030
61,Pharmaceutical Clinical Trials,2012,4,157679565
61,Pharmaceutical Clinical Trials,2013,3,126089422
61,Pharmaceutical Clinical Trials,2014,2,138832456
61,Pharmaceutical Clinical Trials,2015,1,148091002
62,Health Insurance,2014,4,400150414
62,Health Insurance,2015,3,357871486
62,Health Insurance,2016,2,344619121
62,Health Insurance,2017,1,425568796
62,Health Insurance,2017,4,425438015
62,Health Insurance,2018,3,399683277
62,Health Insurance,2019,2,394210289
62,Health Insurance,2020,1,461365345
62,Health Insurance,2020,4,459777592
62,Health Insurance,2021,3,440502061
62,Health Insurance,2022,2,447816026
62,Health Insurance,2023,1,484715022
62,Health Insurance,2023,4,441702325
62,Health Insurance,2024,3,418387079
63,Medicaid,2010,3,502089578
63,Medicaid,2011,2,446932418
63,Medicaid,2012,1,480234872
63,Medicaid,2012,4,454787095
63,Medicaid,2013,3,427323110
63,Medicaid,2014,2,468849337
63,Medicaid,2015,1,476732597
63,Medicaid,2015,4,419882810
63,Medicaid,2016,3,445272878
63,Medicaid,2017,2,468433568
63,Medicaid,2018,1,535265499
63,Medicaid,2018,4,472088735
63,Medicaid,2019,3,481116165
63,Medicaid,2020,2,515901583
63,Medicaid,2021,1,555601635
64,Medicare,2020,4,540200114
64,Medicare,2021,3,546512521
64,Medicare,2022,2,554946330
64,Medicare,2023,1,610884589
64,Medicare,2023,4,570015384
64,Medicare,2024,3,514590050
65,Pharmacy Benefit Managers (PBM),2015,4,106255620
65,Pharmacy Benefit Managers (PBM),2016,3,82418244
65,Pharmacy Benefit Managers (PBM),2017,2,108121105
65,Pharmacy Benefit Managers (PBM),2018,1,123789058
65,Pharmacy Benefit Managers (PBM),2018,4,120827645
65,Pharmacy Benefit Managers (PBM),2019,3,138150705
65,Pharmacy Benefit Managers (PBM),2020,2,137137025
65,Pharmacy Benefit Managers (PBM),2021,1,132662896
65,Pharmacy Benefit Managers (PBM),2021,4,141688019
65,Pharmacy Benefit Managers (PBM),2022,3,163567698
65,Pharmacy Benefit Managers (PBM),2023,2,129699670
65,Pharmacy Benefit Managers (PBM),2024,1,161288331
58,Medicare Part D,2020,3,231281231
58,Medicare Part D,2021,2,220583562
58,Medicare Part D,2022,1,278100062
59,Generic Drugs/Pharmaceuticals,2010,2,164099693
59,Generic Drugs/Pharmaceuticals,2011,1,173293757
59,Generic Drugs/Pharmaceuticals,2011,4,190270604
59,Generic Drugs/Pharmaceuticals,2012,3,177750253
59,Generic Drugs/Pharmaceuticals,2013,2,153953165
59,Generic Drugs/Pharmaceuticals,2014,1,169933353
59,Generic Drugs/Pharmaceuticals,2014,4,170207001
59,Generic Drugs/Pharmaceuticals,2015,3,159272983
59,Generic Drugs/Pharmaceuticals,2016,2,161646261
59,Generic Drugs/Pharmaceuticals,2017,1,169801632
60,Orphan Drugs,2010,3,92229224
60,Orphan Drugs,2011,2,62214516
60,Orphan Drugs,2012,1,89744385
60,Orphan Drugs,2012,4,59610760
60,Orphan Drugs,2013,3,55623939
60,Orphan Drugs,2014,2,63708335
60,Orphan Drugs,2015,1,62386593
61,Pharmaceutical Clinical Trials,2010,1,173133762
62,Health Insurance,2022,4,478055629
62,Health Insurance,2023,3,405082146
62,Health Insurance,2024,2,416052136
63,Medicaid,2017,4,504278652
63,Medicaid,2018,3,485409832
63,Medicaid,2019,2,476010008
63,Medicaid,2020,1,564399707
63,Medicaid,2020,4,540200114
63,Medicaid,2021,3,546512521
63,Medicaid,2022,2,554946330
63,Medicaid,2023,1,610884589
63,Medicaid,2023,4,570015384
63,Medicaid,2024,3,514590050
64,Medicare,2012,4,454787095
64,Medicare,2013,3,427323110
64,Medicare,2014,2,468849337
64,Medicare,2015,1,476732597
64,Medicare,2015,4,419882810
64,Medicare,2016,3,445272878
64,Medicare,2017,2,468433568
64,Medicare,2018,1,535265499
64,Medicare,2018,4,472088735
64,Medicare,2019,3,481116165
64,Medicare,2020,2,515901583
64,Medicare,2021,1,555601635
64,Medicare,2021,4,563468242
64,Medicare,2022,3,593480209
64,Medicare,2023,2,535700558
64,Medicare,2024,1,633633175
65,Pharmacy Benefit Managers (PBM),2010,1,155318122
65,Pharmacy Benefit Managers (PBM),2010,4,186297244
65,Pharmacy Benefit Managers (PBM),2011,3,114866776
65,Pharmacy Benefit Managers (PBM),2012,2,126923163
65,Pharmacy Benefit Managers (PBM),2013,1,110236898
65,Pharmacy Benefit Managers (PBM),2013,4,140954334
65,Pharmacy Benefit Managers (PBM),2014,3,160405362
65,Pharmacy Benefit Managers (PBM),2015,2,98295683
65,Pharmacy Benefit Managers (PBM),2016,1,91532009
65,Pharmacy Benefit Managers (PBM),2016,4,83756036
65,Pharmacy Benefit Managers (PBM),2017,3,106365664
65,Pharmacy Benefit Managers (PBM),2018,2,113422722
65,Pharmacy Benefit Managers (PBM),2019,1,136931773
66,HIPAA,2010,2,468386671
66,HIPAA,2011,1,455844543
66,HIPAA,2011,4,437098501
66,HIPAA,2012,3,436139570
66,HIPAA,2013,2,392714372
66,HIPAA,2014,1,440370159
68,Controlled Substance Act,2024,4,133391892
69,Right to Try,2019,1,464861534
71,Cybersecurity,2013,4,78490004
71,Cybersecurity,2014,3,85816053
71,Cybersecurity,2015,2,88936445
71,Cybersecurity,2016,1,83463103
71,Cybersecurity,2016,4,74947450
71,Cybersecurity,2017,3,63624026
71,Cybersecurity,2018,2,74074124
71,Cybersecurity,2019,1,83464983
71,Cybersecurity,2019,4,105054107
71,Cybersecurity,2020,3,92770440
71,Cybersecurity,2021,2,104745142
71,Cybersecurity,2022,1,132031923
71,Cybersecurity,2022,4,120333516
71,Cybersecurity,2023,3,111306893
71,Cybersecurity,2024,2,119921694
72,Cloud Computing,2010,3,195871429
72,Cloud Computing,2011,2,54986082
72,Cloud Computing,2012,1,65019465
67,Affordable Care Act (ACA),2024,3,418387079
68,Controlled Substance Act,2010,1,157058123
68,Controlled Substance Act,2010,4,144867333
68,Controlled Substance Act,2011,3,116533573
68,Controlled Substance Act,2012,2,113150153
68,Controlled Substance Act,2013,1,108143326
68,Controlled Substance Act,2013,4,132541644
68,Controlled Substance Act,2014,3,134530275
68,Controlled Substance Act,2015,2,133640598
68,Controlled Substance Act,2016,1,127919389
69,Right to Try,2023,4,479659865
69,Right to Try,2024,3,464728783
70,Artificial Intelligence,2010,4,67194728
70,Artificial Intelligence,2011,3,53992491
70,Artificial Intelligence,2012,2,58045848
70,Artificial Intelligence,2013,1,59992385
70,Artificial Intelligence,2013,4,78490004
70,Artificial Intelligence,2014,3,85816053
70,Artificial Intelligence,2015,2,88936445
70,Artificial Intelligence,2016,1,83463103
70,Artificial Intelligence,2016,4,74947450
70,Artificial Intelligence,2017,3,63624026
70,Artificial Intelligence,2018,2,74074124
70,Artificial Intelligence,2019,1,83464983
70,Artificial Intelligence,2019,4,105054107
70,Artificial Intelligence,2020,3,92770440
70,Artificial Intelligence,2021,2,104745142
70,Artificial Intelligence,2022,1,132031923
72,Cloud Computing,2016,4,74947450
72,Cloud Computing,2017,3,63624026
72,Cloud Computing,2018,2,74074124
72,Cloud Computing,2019,1,83464983
72,Cloud Computing,2019,4,105054107
72,Cloud Computing,2020,3,92770440
72,Cloud Computing,2021,2,104745142
72,Cloud Computing,2022,1,132031923
72,Cloud Computing,2022,4,120333516
72,Cloud Computing,2023,3,111306893
72,Cloud Computing,2024,2,119921694
58,Medicare Part D,2023,4,273267106
58,Medicare Part D,2024,3,245090083
59,Generic Drugs/Pharmaceuticals,2010,1,191497682
59,Generic Drugs/Pharmaceuticals,2010,4,213650748
59,Generic Drugs/Pharmaceuticals,2011,3,160456991
59,Generic Drugs/Pharmaceuticals,2012,2,185016287
59,Generic Drugs/Pharmaceuticals,2013,1,159262792
59,Generic Drugs/Pharmaceuticals,2013,4,178583665
59,Generic Drugs/Pharmaceuticals,2014,3,182351959
59,Generic Drugs/Pharmaceuticals,2015,2,163923988
59,Generic Drugs/Pharmaceuticals,2016,1,158790435
60,Orphan Drugs,2010,1,127544282
60,Orphan Drugs,2010,4,110443399
60,Orphan Drugs,2011,3,69038125
60,Orphan Drugs,2012,2,71898100
60,Orphan Drugs,2013,1,60481740
60,Orphan Drugs,2013,4,70664349
60,Orphan Drugs,2014,3,63123963
60,Orphan Drugs,2015,2,61666174
60,Orphan Drugs,2016,1,56505631
61,Pharmaceutical Clinical Trials,2023,4,150316876
61,Pharmaceutical Clinical Trials,2024,3,162131261
63,Medicaid,2013,4,469116817
63,Medicaid,2014,3,458778558
63,Medicaid,2015,2,466735485
63,Medicaid,2016,1,455985222
63,Medicaid,2016,4,427912855
63,Medicaid,2017,3,454849583
63,Medicaid,2018,2,467964441
63,Medicaid,2019,1,514381560
63,Medicaid,2019,4,496798816
63,Medicaid,2020,3,533529775
63,Medicaid,2021,2,517308586
63,Medicaid,2022,1,616168923
63,Medicaid,2022,4,582424214
63,Medicaid,2023,3,535565567
63,Medicaid,2024,2,546770358
64,Medicare,2016,4,427912855
64,Medicare,2017,3,454849583
64,Medicare,2018,2,467964441
64,Medicare,2019,1,514381560
64,Medicare,2019,4,496798816
64,Medicare,2020,3,533529775
64,Medicare,2021,2,517308586
64,Medicare,2022,1,616168923
64,Medicare,2022,4,582424214
64,Medicare,2023,3,535565567
64,Medicare,2024,2,546770358
65,Pharmacy Benefit Managers (PBM),2010,3,140044144
65,Pharmacy Benefit Managers (PBM),2011,2,107875617
65,Pharmacy Benefit Managers (PBM),2012,1,152467675
65,Pharmacy Benefit Managers (PBM),2012,4,121826408
65,Pharmacy Benefit Managers (PBM),2013,3,117668063
65,Pharmacy Benefit Managers (PBM),2014,2,157868550
65,Pharmacy Benefit Managers (PBM),2015,1,122743008
66,HIPAA,2010,3,469677600
66,HIPAA,2011,2,409312217
66,HIPAA,2012,1,463849862
66,HIPAA,2012,4,446021423
66,HIPAA,2013,3,393867886
66,HIPAA,2014,2,439420655
66,HIPAA,2015,1,439439751
66,HIPAA,2015,4,399182536
66,HIPAA,2016,3,433949019
66,HIPAA,2017,2,434838511
66,HIPAA,2018,1,479912443
69,Right to Try,2015,4,399182536
69,Right to Try,2016,3,433949019
69,Right to Try,2017,2,434838511
69,Right to Try,2018,1,479912443
69,Right to Try,2018,4,439415572
69,Right to Try,2019,3,430079334
69,Right to Try,2020,2,450726291
69,Right to Try,2021,1,462897051
65,Pharmacy Benefit Managers (PBM),2024,4,149773588
67,Affordable Care Act (ACA),2021,4,450853208
67,Affordable Care Act (ACA),2022,3,499783490
67,Affordable Care Act (ACA),2023,2,415085562
67,Affordable Care Act (ACA),2024,1,478869424
67,Affordable Care Act (ACA),2024,4,438384790
68,Controlled Substance Act,2010,3,125771582
68,Controlled Substance Act,2011,2,109268106
68,Controlled Substance Act,2012,1,165862959
70,Artificial Intelligence,2010,3,195871429
70,Artificial Intelligence,2011,2,54986082
70,Artificial Intelligence,2012,1,65019465
70,Artificial Intelligence,2012,4,70994300
70,Artificial Intelligence,2013,3,53754626
70,Artificial Intelligence,2014,2,80537118
70,Artificial Intelligence,2015,1,76624856
70,Artificial Intelligence,2015,4,80001931
70,Artificial Intelligence,2016,3,77834266
70,Artificial Intelligence,2017,2,70010005
70,Artificial Intelligence,2018,1,59583602
71,Cybersecurity,2010,1,86969493
71,Cybersecurity,2010,4,67194728
71,Cybersecurity,2011,3,53992491
